iter,games,wins,losses,draws,samples,pi_loss,v_loss,entropy,clip_frac,archetype_loss,eval_win_rate,eval_games
446,2,1,1,0,,,,,,,,
447,2,1,1,0,441,0.001113,0.050136,0.627018,0.0047,0.000000,,
448,2,1,1,0,,,,,,,,
449,2,1,1,0,,,,,,,,
450,2,0,2,0,364,-0.006666,0.122528,0.614924,0.0044,0.000000,0.9500,20
451,2,1,1,0,,,,,,,,
452,2,0,2,0,,,,,,,,
453,2,1,1,0,323,0.040590,0.145958,0.711803,0.0031,0.000000,,
454,2,2,0,0,,,,,,,,
455,2,0,2,0,,,,,,,,
456,2,1,1,0,525,0.026825,0.096896,0.671940,0.0125,0.000001,,
457,2,1,1,0,,,,,,,,
458,2,1,1,0,,,,,,,,
459,2,1,1,0,459,-0.003305,0.061694,0.613645,0.0067,0.000000,,
460,2,2,0,0,,,,,,,0.9000,20
461,2,1,1,0,,,,,,,,
462,2,1,1,0,398,0.001724,0.062473,0.676506,0.0020,0.000000,,
463,2,1,1,0,,,,,,,,
464,2,1,1,0,,,,,,,,
465,2,0,2,0,525,0.021119,0.072023,0.619446,0.0268,0.000000,,
466,2,2,0,0,,,,,,,,
467,2,1,1,0,,,,,,,,
468,2,1,1,0,463,-0.005998,0.130524,0.616076,0.0013,0.000000,,
469,2,2,0,0,,,,,,,,
470,2,2,0,0,,,,,,,0.9500,20
471,2,1,1,0,464,-0.001232,0.088114,0.671659,0.0000,0.000000,,
472,2,2,0,0,,,,,,,,
473,2,2,0,0,,,,,,,,
474,2,1,1,0,447,-0.004816,0.059060,0.655574,0.0024,0.000000,,
475,2,2,0,0,,,,,,,,
476,2,2,0,0,,,,,,,,
477,2,1,1,0,443,0.006722,0.090863,0.649191,0.0036,0.000000,,
478,2,1,1,0,,,,,,,,
479,2,0,2,0,,,,,,,,
480,2,0,2,0,372,-0.004402,0.146973,0.664990,0.0056,0.000000,0.7000,20
481,2,1,1,0,,,,,,,,
482,2,0,2,0,,,,,,,,
483,2,2,0,0,487,-0.003593,0.088626,0.599924,0.0074,0.000000,,
484,2,1,1,0,,,,,,,,
485,2,2,0,0,,,,,,,,
486,2,1,1,0,383,-0.017882,0.079752,0.634723,0.0000,0.000000,,
487,2,1,1,0,,,,,,,,
488,2,2,0,0,,,,,,,,
489,2,0,2,0,366,-0.010225,0.132771,0.690159,0.0000,0.000000,,
490,2,2,0,0,,,,,,,0.8500,20
491,2,2,0,0,,,,,,,,
492,2,2,0,0,462,-0.000381,0.027254,0.665549,0.0177,0.000000,,
493,2,2,0,0,,,,,,,,
494,2,1,1,0,,,,,,,,
495,2,2,0,0,340,-0.011116,0.093391,0.711833,0.0092,0.000000,,
496,2,2,0,0,,,,,,,,
497,2,2,0,0,,,,,,,,
498,2,2,0,0,456,-0.002587,0.013598,0.702690,0.0076,0.000000,,
499,2,1,1,0,,,,,,,,
500,2,0,2,0,,,,,,,0.7500,20
501,2,2,0,0,424,-0.001281,0.111950,0.649585,0.0092,0.000000,,
502,2,0,2,0,,,,,,,,
503,2,0,2,0,,,,,,,,
504,2,2,0,0,290,-0.000574,0.185741,0.711208,0.0007,0.000000,,
505,2,1,1,0,,,,,,,,
506,2,2,0,0,,,,,,,,
507,2,2,0,0,464,-0.001145,0.059985,0.624146,0.0000,0.000000,,
508,2,1,1,0,,,,,,,,
509,2,0,2,0,,,,,,,,
